"GeneSymbol","log2FC_db_dw","pvalue","alias","Entrez","log2FC_hallock","pval_hallock","fdr_hallock"
"KCNMB2",0.95317215,0.001892463,"Kcmb2","294961",-0.0505271848569474,0.735586079244302,0.88619396621975
"MAP2K5",-0.37010694,0.001892602,"Mek5","29568",-0.121150135094799,0.336588300982226,0.627762268196108
"STC2",0.84162474,0.001892602,"","63878",0.989773879974455,0.0504303202399146,0.252546552312563
"NKIRAS2",-0.44531527,0.00191021,"","287707",-0.214937742104038,0.265965479852937,0.563665007638612
"SLC20A1",0.6861232,0.00191021,"PiT-1","81826",0.309795675674848,0.0269316004839148,0.179967775259042
"RNF128",0.62710315,0.001913067,"RGD1566282","315911",0.53190754513089,0.000608641408598971,0.0201521367358449
"PCDHA7",-0.47689474,0.00191786,"rCNRv07","393089",-0.351502819037172,0.0829753925773322,0.319664680134191
"SPOP",-0.542691,0.00194976,"","287643",-0.112459875848601,0.270096456694004,0.567482667303903
"TRPC1",-0.52421254,0.001959578,"Trrp1","89821",0.304833708105336,0.00652403080797803,0.0813496151083769
"MYO19",0.7242043,0.001980904,"RGD1559961","497974",-0.64850603164381,0.0150111972983308,0.13255896201082
"FBXO41",-0.82166547,0.001982358,"RGD1566130","312504",-0.153550511301015,0.316294880013977,0.609806722817689
"GALE",-0.53963566,0.001982854,"","114860",-0.049226409329291,0.750712507582008,0.893488063008487
"NAGA",-0.41248217,0.00198457,"","315165",-0.228979938707079,0.254196831063556,0.552877487491877
"KCND1",-0.6402698,0.001986341,"Kv4.1","116695",-0.324338236407728,0.107404806513582,0.363619647730131
"SERPINB8",1.3687408,0.002010378,"","288937",-0.485574966826584,0.0066820205681538,0.0827648334537306
"ZFP36",0.76764697,0.002015744,"Tis11","79426",0.855121916279133,0.0245597546355637,0.17119447826253
"TBC1D8",-0.4443501,0.00201678,"","680133",0.0649810104656779,0.736030089799539,0.886494066600634
"PDZD8",0.5937467,0.002042684,"Pdzk8","308000",0.284851512273204,0.0231516657754739,0.165871633437587
"ALYREF",0.62773097,0.002062709,"Thoc4","690585",0.191836003583732,0.139394321797858,0.412812538407612
"EXO1",0.76198125,0.002064636,"","305000",-1.042941969082,0.0107326077074437,0.108879830892272
"FADS6",-0.6694298,0.002069547,"RGD1311950","303671",-0.230934694532129,0.0729873071936932,0.301223533642064
"PTP4A3",-0.6268247,0.002074878,"","362930",-0.281074707464808,0.0437648695151736,0.23284367135192
"PPEF1",-0.81774217,0.002097266,"","317498",0.15487443851871,0.718919518245468,0.877225466651856
"NEIL1",-0.71396124,0.002099288,"","367090",-0.222480935410639,0.262580719082778,0.560672719802964
"PIK3R1",-0.64042646,0.002099413,"PI3KA","25513",-0.0626367810610135,0.529649665908902,0.771805402636943
"DARS2",-0.48116833,0.002103762,"RGD1308286","304919",-0.127183799947598,0.3207886153322,0.613733432703681
"MED9",-0.56644887,0.002105041,"RGD1563669","497914",-0.01773999051597,0.8714373277498,0.94858551492557
"BRIX1",0.48678407,0.002134174,"Bxdc2|RGD1308508","294799",0.0623712091308838,0.661323290379305,0.84664938795854
"ETNK2",-0.7629403,0.002158593,"EKI","360843",0.455563799834541,0.0862511507054804,0.325982830760166
"ADM",0.98095083,0.002187922,"Ap|H39316|RATAP","25026",1.52334317557811,0.00071325622468136,0.0223159768645719
"LOC688452",0.7606615,0.002189862,"Spaca6","688452",NA,NA,NA
"SENP2",0.5625889,0.002194873,"Axam","78973",0.209360212845806,0.137014509574534,0.408767227371942
"CHAF1B",0.49415588,0.002200997,"","288242",-0.0934424139746117,0.857672572620374,0.942298584374954
"API5",0.39791232,0.002205337,"","362170",0.199906967493678,0.0388698914119192,0.219469017127674
"RUNX1T1",-0.83150077,0.002217144,"Cbfa2t1","362489",-0.359701774029327,0.03614566061366,0.210475955457231
"CARS2",-0.49256566,0.002218968,"RGD1311612","361184",-0.144682550568263,0.267250949257181,0.565101676521694
"SIN3A",-0.43387488,0.002218968,"","363067",0.0359829652317292,0.743679946591002,0.890428931745912
"MBLAC2",-0.6480122,0.002231585,"RGD1306703","365627",-0.057947295698708,0.682392517283348,0.858420654423274
"CAT",-0.39946076,0.002231585,"CS1|Cas1|Cat01|Catl|Cs-1","24248",-0.308719783443591,0.00469377083540741,0.0661524199811153
"ESR1",1.1407906,0.002235185,"ER-alpha|Esr|RNESTROR","24890",-0.00212782462504517,0.991720794075803,0.996182014361098
"DDX51",0.43235165,0.002315611,"","304570",-0.211224067387063,0.0926245972519558,0.337404725836243
"SFRP4",1.0897659,0.002315611,"","89803",-0.0375730713962676,0.910167975952988,0.965484234853303
"NDRG4",-0.48663014,0.002326731,"Bdm1|Ndr4|smap8","64457",0.106886064204484,0.327333339684708,0.619716394950823
"INIP",0.49384215,0.002329927,"RGD1307983","298032",0.0266496276943812,0.814611831472815,0.923523051893594
"FSCN3",1.01676,0.002329927,"","296947",NA,NA,NA
"GRIP2",-0.678192,0.002331911,"Abp","171571",-0.246048518056866,0.270417753211034,0.567632507081214
"IGF1",1.2108998,0.002331911,"","24482",-0.0848612861354889,0.714038662718069,0.874680263202653
"XKR4",-0.59722596,0.002337273,"XRG4","297801",0.10386834156496,0.515462812136597,0.762639625153245
"VAT1",-0.4805402,0.00235633,"","287721",0.300872211063763,0.0565691369840471,0.265790512277284
"ST6GALNAC6",-0.46399876,0.00235633,"Siat7F","407765",0.102624479238836,0.385823296761322,0.668666528366097
"SLC44A2",-0.44919485,0.00235633,"RGD1309680","363024",-0.246225646205104,0.0394077229569646,0.221284529952088
"SLC24A3",0.5326149,0.00235633,"Nckx3","85267",-0.0653177377227264,0.693595980609973,0.864068381318519
"ORC1",0.9550075,0.00235633,"Orc1l","313479",-0.475989047489896,0.423360547116856,0.699371038800506
"NDST4",-1.3208786,0.00235929,"","362035",0.359899742288796,0.78052989225058,0.907042404318002
"RNF219",0.35777017,0.002367857,"RGD1564706","361088",-0.286613366409519,0.0715213784422971,0.298347076971285
"MCM4",0.64696366,0.002370721,"Mcmd4","29728",-0.28984249844572,0.0910073024151749,0.335047035267958
"PCDHA4",-0.38769412,0.002405588,"Cnr1","116741",-0.477694683805679,0.382584070271993,0.666281932122926
"RIT1",-0.36586645,0.00246091,"RGD1559874","499652",0.0872777187214361,0.452232647600345,0.719451441082122
"RIIAD1",1.0830668,0.002471164,"","100270669",0.00851512193978992,0.97691783754163,0.991730864099684
"ZMYND10",-0.7166203,0.002474723,"","363139",0.18132842449939,0.460273654971027,0.724749464024887
"MYBBP1A",0.6370758,0.002480002,"DBP","60571",0.0534696527728498,0.663927549465478,0.847694285679681
"GTF3C5",-0.38180616,0.002491373,"","362095",0.0184829261344193,0.881195247757023,0.953013591945254
"ACTL6A",0.40495035,0.002514606,"RGD1307747","361925",-0.142147280554696,0.281600716453484,0.578583578679706
"NKX3-1",1.2755096,0.002515555,"","305999",-1.67593372995893,1.90422603285362e-06,0.000397594623308681
"DISP2",-0.6134049,0.002556581,"","311324",-0.00363172294969948,0.980390101119307,0.992999876180821
"ARFGAP2",0.383457,0.002566636,"Zfp289","362162",0.317524426110467,0.0372480806857868,0.21409469274106
"NDEL1",0.4134144,0.002567926,"NUDE2|Nudel","170845",0.607003861799909,0.000172026876643801,0.00888892411587237
"SPRED1",0.8288227,0.002567926,"","296072",0.356021351002045,0.0568580713239613,0.266475001243907
"PELI3",-0.749179,0.002570655,"RGD1305989","309157",-0.214074031474409,0.0942723843068243,0.340806788315448
"CDO1",-0.601678,0.002577847,"","81718",0.386606431216146,0.0470925530859888,0.242794084841228
"SLC25A32",0.49625838,0.002578091,"RGD1565789","315023",0.0253952352453532,0.837262479825004,0.933678394581679
"SLC6A8",0.570552,0.002578091,"CHOT1|CHT1|CRT|CT1","50690",0.352594456837518,0.0372556533098697,0.21409469274106
"ROR2",0.6379546,0.002579488,"","306782",-0.586529632214192,0.270308097936971,0.567519423351766
"NFXL1",0.7204357,0.002600309,"RGD1359201","289595",-0.477168212154709,0.000668085773127356,0.0216011978812218
"NPLOC4",0.5224384,0.002606698,"Npl4","140639",0.29024070677804,0.0638121791496227,0.281588270381622
"SLC25A42",-0.4402367,0.002609801,"","689414",0.0913143237373381,0.665764601134828,0.848671521830355
"MFAP2",-0.44396982,0.002639372,"","313662",0.0617678208827437,0.852406727658813,0.940165290068706
"TTC19",0.5083155,0.002639372,"RGD1311797","691506",0.349059570969202,0.0151915934909929,0.13328411126639
"GPATCH2",0.6533226,0.002639372,"Gpatc2","289362",-0.289675368976754,0.0185214514133775,0.147290104580407
"LEMD3",0.40933073,0.002642271,"RGD1561001","680066",0.394470835624725,0.00343578799720078,0.0555316698252151
"RFXAP",0.61888963,0.002650466,"","499617",-0.0574092279303244,0.6718699955168,0.851827474823119
"MCOLN3",1.2846128,0.002662769,"","308022",NA,NA,NA
"PLPPR4",0.4323068,0.002678223,"Lppr4|Prg-1|Prg1","295401",0.361652395285453,0.00834292227455403,0.0937467740702496
"VPS37D",-0.67426366,0.002682377,"","687208",-0.120689608749082,0.43366617715376,0.706390488530508
"ASUN",0.42108116,0.002704072,"","690728",NA,NA,NA
"PDK2",-0.44153845,0.002713821,"","81530",-0.0204020990469758,0.887149522335597,0.955513923888356
"ZFP395",-0.49914,0.002722246,"","305972",-0.0896467720484435,0.652703660405978,0.842147821377585
"CLDN3",-1.327775,0.002735947,"","65130",NA,NA,NA
"SV2C",1.3235396,0.002735947,"","29643",-0.0134340342393603,0.908465177515036,0.965254246274886
"MAFF",0.6750922,0.002736387,"","366960",2.52247572812498,0.00524302705530216,0.071001204239307
"FKBP1A",0.31115192,0.002739557,"","FKBP12|Fkbp2",0.33641944377763,0.0523820467990048,0.256909545438802
"ITPR3",1.1131233,0.002747432,"","IP3R3|IP3R3X",-0.866532505159638,0.00204969211940078,0.042109237095561
"CYP11B3",1.2890716,0.002758251,"","CYPXIB3",NA,NA,NA
"ZBTB16",-1.1543972,0.002766361,"","Lx|Plzf|Zfp145|Znf145",0.524869530658573,0.0235217327217341,0.167700939007708
"BPHL",-0.57253987,0.002774489,"","361239",-0.247762848707941,0.0924724825896581,0.337250080106898
"HNRNPF",0.6241387,0.002774495,"","Hnrpf",0.456737011965513,0.0208241687962576,0.157060133398092
"ZFP18",0.42917475,0.002779537,"","Zfp535|Zkscan6|Znf18",NA,NA,NA
"HPN",1.3208531,0.002788,"","29135",-0.732222453790062,0.130218054302127,0.39914766822686
"B4GALNT4",-0.4399508,0.002813124,"","RGD1310052",0.0943157863239827,0.499288753020699,0.752592741385602
"HERC3",-0.5670623,0.002856638,"","362377",0.269738672603069,0.119156329452888,0.380976933723528
"SLC30A10",0.7927553,0.002856638,"","RGD1305098",-0.254646969188823,0.0638761202040314,0.281715478616351
"SLC35B4",-0.37633476,0.002863239,"","296969",-0.12452012336358,0.417192243362888,0.694265825308525
"ATAD3A",0.32929096,0.002863239,"","Atad3",0.338813980591142,0.0996360608760197,0.350000528351093
"TBCK",-0.3988576,0.002872885,"","RGD1307816|Tbckl",-0.0753684369811352,0.471007889532727,0.732686896428361
"NOL3",-0.4864958,0.002873274,"","Arc",-0.0502754683898023,0.70009945391944,0.867314586553222
"NIFK",0.5546444,0.002931919,"","Mki67ip",0.0257338598332624,0.870320840799928,0.948202184041767
"OPRK1",-1.2661084,0.002945226,"","29335",-1.4398343118376,0.000267590341461773,0.01190311644998
"LRRC75B",-0.89601713,0.002945226,"","Fam211b",-0.447673387115227,0.00980233069985841,0.102914296262455
"TBC1D25",-0.5088058,0.002945226,"","Oatl1|RGD1559711",0.0412088801972766,0.809154829625052,0.920381380632535
"EEA1",0.5295778,0.002949305,"","314764",0.232041723425461,0.0693584758463387,0.294259409655356
"BRINP1",0.58867437,0.002951721,"","Dbc1|Dbccr1",0.70638797975421,0.00154451883331663,0.0350825524884703
"SPTLC1",0.39000693,0.00295267,"","Lcb1|RGD1306617|Spt1",0.0716647184684001,0.52242049149128,0.766930381541633
"ARL4D",0.7306127,0.00295267,"","Arf4l",2.82023944453692,6.0088706718419e-06,0.000825681816290191
"HGS",0.36550793,0.002959091,"","Hrs",0.189087919448225,0.123166342634064,0.387429623824476
"FAM26F",1.3035073,0.002999965,"","RGD1304835",NA,NA,NA
"ANO6",0.74228007,0.003006419,"","Tmem16f",0.197108799268366,0.276555725448084,0.573579794503543
"LOC361346",0.6765565,0.003009195,"","Las2",NA,NA,NA
"RIMS4",0.9382637,0.003045795,"","Rim4gamma",0.198056694100939,0.235430610635214,0.532072139918019
"PSMB11",1.047436,0.003048026,"","RGD1308773",NA,NA,NA
"SEC24B",0.36643368,0.003058924,"","295461",-0.14163368468192,0.294306539307576,0.59034412384194
"NMBR",1.0635699,0.00308967,"","NMB-R",0.669653751876498,0.513292017880288,0.761745416721199
"HNRNPU",0.44230294,0.003123493,"","Hnrpu|SN1",0.367822529421526,0.00365097077332726,0.0569841067611155
"RBPJ",0.64910966,0.003143098,"","679028",0.379756897499557,0.0148223565466125,0.131581370783855
"WDR6",-0.50963014,0.003184359,"","301007",0.160177537789542,0.530781518458003,0.772739340497165
"SLC12A6",-0.7204348,0.00319381,"","Kcc3",-0.0185541696376018,0.869939516278208,0.948157152555912
"CIR1",-0.8313745,0.003194235,"","1700023b02rik|Cir|RGD1309",-0.40697844913925,0.0136073435631106,0.124467350911207
"ATRAID",-0.5178097,0.003194644,"","RGD1311605",-0.105942211099327,0.473163681278735,0.734629598937414
"DCAKD",-0.30305466,0.003211073,"","360639",-0.141532072316749,0.432699167039696,0.705406276806369
"DND1",1.0508786,0.003215087,"","679841",1.06286091731444,0.00262519153564499,0.0480471101988978
"LCK",-0.7098316,0.003231213,"Lck1|Lcktkr","313050",-0.297139606081716,0.489680617900799,0.746271245984649
"NR1D1",-0.4220045,0.003231213,"REV-ERBAALPHA","252917",0.0682266973887745,0.718480549857336,0.877225466651856
"RSRP1",-0.39317167,0.003245802,"RGD1359529","362626",-0.378472335993306,0.00114965291333271,0.0289706870845
"FBL",0.6051908,0.003247209,"","292747",0.439686427836983,0.0029957700178696,0.051685873613531
"BBS2",-0.5848547,0.003267711,"","113948",-0.250309091013623,0.0608090436250274,0.275708985299204
"ZFP639",0.4032127,0.003267711,"Znf639","683504",-0.073546521795181,0.546612675378512,0.782446620138306
"MRPS2",0.35226396,0.003272506,"","362094",0.0290263406387485,0.806332203993361,0.919384565614884
"CDK18",-1.0914624,0.003274151,"PCTAIRE3|Pctk3","289019",0.205990051107394,0.315084114852518,0.608805586224007
"FAM222B",0.5397364,0.003284344,"RGD1566149","497960",-0.100923775593999,0.50858482284756,0.759222488152533
"DYNC1I1",-0.30571437,0.003284492,"Dnci1|Dncic1","29564",0.183235306827015,0.397874763827507,0.679368859196689
"ENGASE",-0.6188538,0.003294754,"RGD1310868","303702",-0.404938833040647,0.0431759599869505,0.23190315565747
"PCBP4",-0.31813145,0.003294754,"","363133",0.119228458542745,0.354503252299025,0.643750002009684
"CHSY1",0.3295991,0.003300143,"","292999",0.28932864484424,0.143403026432129,0.418529842655004
"SCN4A",-1.1988186,0.003331173,"NCHVS|Nav1.4|microI","25722",NA,NA,NA
"ZFP800",0.69300103,0.003331173,"RGD1560157","500057",0.520796270858729,0.00151368593516789,0.034568126791747
"TMEM87B",0.45328468,0.003332206,"RGD1307907","362212",0.00858503361892474,0.935269404197455,0.975581077171144
"PPP1R10",0.43675312,0.003333753,"Fb19|Pnuts","65045",-0.118286202892114,0.338468514520472,0.629326919047515
"ZFYVE19",-0.47516018,0.003340885,"","499871",-0.414616989096148,0.0210051569557087,0.157648691886429
"FN3K",-1.18426,0.003346953,"Fnsk","498034",-0.366958661868449,0.0198882103716011,0.153162424020964
"MYCN",-0.46250296,0.003346953,"N-myc|Nmuc1|Nmyc","298894",-0.39781247966555,0.30829254617754,0.602682915819702
"MON2",0.66772544,0.003356609,"RGD1308808","314894",0.319716528284186,0.0138702598199512,0.126139225082596
"EMILIN3",1.0215374,0.003366859,"","362262",NA,NA,NA
"SLC30A2",-1.2455347,0.003374921,"ZnT-2|Znt2","25362",NA,NA,NA
"PURG",0.5889565,0.003383831,"","361162",-0.0146864737485454,0.926292185548153,0.971911402242244
"PTGIR",1.2722929,0.003413173,"","292661",NA,NA,NA
"FSTL5",-0.35508668,0.003419268,"","365823",0.1484751178713,0.767364817983603,0.901940958187121
"FCHO1",-0.44358185,0.003452883,"","290639",-0.203116827729764,0.254660956535879,0.553238025711863
"CHMP1A",-0.41559383,0.003452883,"Pcoln3","365024",0.0538373186049332,0.607573126871891,0.817421350651104
"EMP3",1.2313905,0.003452986,"","81505",-0.0573933672825401,0.915196254085928,0.967401586097244
"RPS6KA6",0.47431427,0.00346415,"RGD1560817","317203",0.218719369661698,0.379880319922451,0.664185973501915
"NPAS2",0.5455637,0.00346415,"","316351",0.0641045350404065,0.74872887615936,0.892854494083153
"SHD",-0.56852055,0.00346793,"","316507",-0.129768707172165,0.541809845608074,0.780081132904054
"ELOVL4",0.3928217,0.003474993,"","315851",0.319472259846647,0.00181275490784332,0.0385577868235864
"HMGCL",-0.47724962,0.003477131,"","79238",0.108749342776838,0.408449940217981,0.687820152805558
"JUP",-0.6522347,0.003483449,"","81679",0.0124412255931002,0.949201947689151,0.980640727739847
"MFN1",0.42748147,0.003500277,"Fzo1b","192647",-0.159756690315765,0.210204886257433,0.50464256232493
"SLC2A8",-0.49465877,0.003501701,"Glut8","85256",0.121889764686394,0.50747498478729,0.758340256971995
"ZDHHC20",0.5142524,0.003510928,"RGD1305755","305923",0.129028208737837,0.223739551798687,0.519217801441317
"CCDC32",-0.6085224,0.003520041,"Gm631","296081",0.0295275742434691,0.795782735247524,0.914821539949258
"ZPBP2",-1.0296645,0.003535947,"","363676",NA,NA,NA
"FADD",0.8071368,0.003547048,"Mort1","266610",-0.311331371997349,0.322661846854967,0.615140846952979
"FBXO30",-0.5166577,0.003554638,"","308283",0.0875466298608796,0.620141903927615,0.825114212097805
"MTPAP",0.4852335,0.003593015,"Papd1","307050",0.0283366590121551,0.803218345188992,0.918036313583346
"FOXP2",-0.6970624,0.003596837,"","RGD1559697",0.123899679188314,0.532483659411648,0.774445990395988
"LOC100125367",0.70325047,0.003596837,"","C1orf74",NA,NA,NA
"OSCAR",1.1101156,0.003609305,"","RGD1559897",-0.0126676628977315,0.967629053015215,0.987905684822229
"KCNA4",0.64054894,0.003625348,"","KCHAN|Kv1.4|Kv4|RHK1|RK",0.129622270657791,0.510059581310843,0.760438840776235
"FAM129C",-0.9176881,0.00363949,"","498604",-0.676548825316343,0.0208813588970925,0.157211219326471
"NAT14",-0.5717621,0.00363949,"","RGD1565991|Zfp628",0.0620224878737069,0.600085049282961,0.813954884042477
"SMIM17",-0.68858564,0.003641049,"","RGD1559613",-0.145672236784433,0.276614476207651,0.573579794503543
"AKAP9",-0.52254903,0.003653498,"","CG-NAP|Gisp|Yotiao",-0.0320717691493525,0.795287817167584,0.914515645643108
"ORC2",0.6520922,0.003659118,"","Orc2l",-0.00754238727060241,0.950025576900068,0.980828294997751
"BCKDHA",-0.4117469,0.003673959,"","BCKDA|E1a",-0.083832574029989,0.633306057819391,0.831489811240368
"RNF139",0.37509334,0.003691356,"","TRC8",0.0499388114205409,0.688771322753893,0.86167830218618
"DNAAF5",0.6442604,0.003704938,"","Heatr2",0.201703992591868,0.258298279700241,0.556816203036908
"APBB3",-0.45330966,0.003707689,"","Fe65l2",NA,NA,NA
"TYMS",0.58960056,0.003712491,"","29261",-0.447637350164005,0.154038160058881,0.434628906663656
"PXYLP1",-0.49903175,0.003724332,"","Acpl2",-0.0499437328609136,0.810712102881541,0.921467421954576
"DTX2",0.49222773,0.003763813,"","304591",-0.0553407986335076,0.772234955572376,0.903545598706213
"ZFAND6",-0.3773252,0.003771226,"","Za20d3|zgc:101121",-0.0788489849077159,0.524313574004576,0.768071364947546
"REEP2",-0.35044065,0.003773972,"","682105",0.144938878421799,0.190707298262008,0.483053275570027
"N4BP3",-0.7732296,0.003786323,"","C330016o10rik|RGD1308356",0.469598812251827,0.0288317480346033,0.186812928525666
"CCDC28B",-0.6469193,0.003786323,"","682445",-0.0809811810495025,0.574322258093297,0.799302035196056
"RPS6KB2",0.38501665,0.003795693,"","361696",-0.252915875840895,0.0862481287207798,0.325982830760166
"RGS14",-0.69307476,0.003797186,"","114705",0.361839441291061,0.100320960801276,0.351200598787973
"PUS7",0.67190504,0.003797186,"","RGD1307054",-0.141412411209383,0.199040121159276,0.492414334320048
"RANGAP1",0.41167435,0.003804426,"","362965",0.411083450701053,0.00115356883035253,0.0290329755805442
"LRCH1",0.58920455,0.003804426,"","502020",-0.0723364550457247,0.517239112480853,0.763491867403184
"TENM3",-0.6950083,0.003808736,"","Odz3",0.391422078292956,0.493650566307284,0.748394301532166
"TFAP4",-0.67507505,0.003827042,"","Tcfap4",-0.67374175425047,0.041831098201605,0.228208967033248
"TBK1",0.40808332,0.003830434,"","299827",0.0839189005511987,0.468279963963274,0.730609578544911
"TMEM223",-0.5691301,0.003839845,"","690285",NA,NA,NA
"IFT81",-0.6005608,0.003870222,"","Cdv-1|Cdv1",0.0305073876020664,0.80387011205634,0.918391278207553
"ITSN1",0.6095012,0.003875809,"","Itsn",-0.0626935485223039,0.643022642680111,0.836992958938959
"FOXO3",-0.89672095,0.003884692,"","Fkhrl1|Foxo3a",-0.0698798925937064,0.659671692681187,0.845824829031248
"PPP4R3A",0.38124272,0.003885117,"","RGD1309059|Smek1",0.189299287493899,0.146052068361657,0.421987775037591
"CSRP2",-0.6035509,0.003912169,"","SmLIM",0.788599719974654,0.00379577960637325,0.0581792077195577
"RGD1308147",0.37867263,0.003940911,"","307008",NA,NA,NA
"WNT9A",-0.85681874,0.003952992,"","287357",-0.188300905121087,0.329956808820864,0.621555240731214
"POLR3E",0.34231988,0.003956293,"","RGD1308086",-0.150673854708752,0.227914684678923,0.523587898046717
"TBC1D14",-0.4229025,0.003971899,"","SRF-2|UR-NR#2",-0.241425058718895,0.105221235451038,0.360583297514631
"NCS1",0.49619532,0.003984428,"","Freq",0.121347700937171,0.267631360881101,0.565402565283027
"KTI12",0.5730082,0.003994137,"","685656",0.347183749827351,0.0478842483220946,0.245442757807289
"NRSN2",-0.8531885,0.003997315,"","689978",-0.0329836502549368,0.857717909602668,0.942298584374954
"CISD2",0.42032087,0.004040704,"","RGD1566242",0.0752842648156246,0.501543836406931,0.754269438524079
"RHOQ",0.6162784,0.004042533,"","Tc10",0.389892735917504,0.0418735542600078,0.228362651190906
"SDE2",0.3299553,0.004044133,"RGD1305572","289315",0.321500258022065,0.0259757794814514,0.176959976229685
"PHOSPHO2",0.3698227,0.004055211,"","295663",0.362822394349546,0.00305594239252365,0.0522160232648866
"BNIP3L",-0.42774191,0.004081985,"Nix","140923",0.122594097733323,0.26023556235804,0.558345399703284
"RBBP7",0.4944776,0.004090612,"","83712",0.743746146608537,2.4345498362861e-05,0.00229565708525743
"GRIN3B",0.5486226,0.004097416,"GluN3B|NMDAR3B|NR3B","170796",NA,NA,NA
"GEMIN5",0.62930375,0.004097416,"","691231",-0.0484676551699849,0.643012635104223,0.836992958938959
"CDC16",0.28580996,0.004109758,"","290875",0.0452803077932848,0.772316503763219,0.903545598706213
"GPATCH11",0.39006427,0.004110932,"Ccdc75|RGD1311424","362685",0.0567864621311249,0.73183774919041,0.88438519266029
"SLC5A4",-1.2244954,0.00411264,"Slc5a4a","294341",NA,NA,NA
"RGD1564804",-0.6460024,0.004115207,"","313551",NA,NA,NA
"FN3KRP",-0.46802858,0.004123667,"RGD1304570","303755",-0.0824726144956516,0.577150798735357,0.801035043323806
"UBE2F",0.41229182,0.004123667,"RGD1307608","363284",0.280984323935039,0.0469217888209669,0.24251418106962
"AMZ2",-0.40870693,0.004130729,"RGD1304846","360650",-0.0710171213828363,0.546492714570443,0.782419110379261
"SLC9B2",-0.7989277,0.004135514,"Nhedc2","679958",-0.192474257327417,0.455167570666417,0.721351160744093
"SUN1",0.59840167,0.004141931,"Unc84a","360773",-0.0140660287266307,0.92574763435746,0.971911402242244
"SLC25A39",-0.4051778,0.004168978,"RGD1306193","360636",0.101626669795491,0.527666875776064,0.770562347425765
"ATF1",0.51113796,0.004168978,"Atf-1","315305",0.1628688713819,0.265892629130237,0.563623073344569
"SPATA5L1",0.5796718,0.004168978,"","691729",-0.0794218956542862,0.837728898997219,0.933864338071323
"IDH1",-0.4401083,0.004169217,"","24479",0.18448099552077,0.268201721154085,0.565814640026838
"UBE2D3",0.3849438,0.004222871,"","81920",0.26685720670773,0.00993223831387312,0.1037964557602
"EML1",-0.66444993,0.004228776,"","362783",-0.110326547604596,0.441231888552748,0.712250465727858
"PRPF18",-0.37852702,0.004251674,"KCRF|Pprf18","171552",-0.025708059432054,0.803309425583951,0.91808073426602
"ACSL1",0.34920642,0.004251674,"ACS|Acas|COAA|Facl2","25288",-0.0374698876412273,0.748705868308097,0.892854494083153
"LAMC1",0.7354476,0.004274136,"B2e","117036",0.247683103520129,0.148121802771254,0.424670940747494
"NAPEPLD",0.77145904,0.004277008,"NAPE-PLD","296757",-0.25507511178675,0.127036110636218,0.394448087380622
"DDX52",0.5531235,0.004299835,"Rok1","85432",-0.0189705928375161,0.893637612858572,0.958320553350617
"ULK2",-0.33573863,0.004315719,"","303206",-0.0331951326490332,0.771295016206297,0.903069873382789
"SH3GLB1",0.4935133,0.004339478,"","292156",-0.0309426796693417,0.801196399209808,0.917538056852403
"CEBPG",0.5350657,0.004339478,"C/EBP|CEBPRNA","25301",0.261076620159918,0.0357552745354211,0.20921487776488
"ABHD8",-0.7104634,0.004342752,"","306338",0.166844539993316,0.128432721271913,0.396593345248024
"SYT6",0.79413813,0.004346998,"","60565",0.011783847900729,0.985450911819813,0.994739209473462
"RECK",0.7344724,0.004355526,"","313488",-0.385996160448218,0.0241972663358319,0.17006557842389
"MPLKIP",0.4674159,0.004360512,"","684996",-0.143089985092823,0.391455716229473,0.673502637306608
"PCDHA10",-0.61110485,0.004377054,"rCNRv10","116778",NA,NA,NA
"ELK3",0.551439,0.004377054,"","362871",-0.539502239811563,0.0076555661295868,0.089156627287197
"NEPRO",0.6178104,0.004377054,"RGD1311458","303948",0.216878230096655,0.275858595366311,0.572999551150691
"SLC5A3",1.0699618,0.004377054,"Smit","114507",0.343920053316527,0.0201990835879372,0.154275826401834
"TUBB4B",0.28440395,0.004377083,"Tubb2|Tubb2c","296554",0.381680245303338,0.000892815000297222,0.0253733063001135
"PLEKHA4",-0.593785,0.004413514,"","308584",-0.529860894055313,0.154463327045085,0.434869097137661
"MCMBP",0.49211955,0.004427683,"MCM-BP|RGD1306730","309009",0.232327162317664,0.0989561299576977,0.348926247437373
"TJP3",-0.85026395,0.00444724,"","314640",NA,NA,NA
"UXS1",0.37348494,0.004454902,"UGD","246232",0.0112257699006036,0.915206719952617,0.967401586097244
"VWC2",0.865909,0.004454902,"","501231",-0.0671051107490896,0.750788474018568,0.893488063008487
"MEPCE",-0.39203325,0.004465452,"","304361",-0.134387441240515,0.351192739369838,0.641148891165663
"CSTF2",0.29538757,0.004491416,"","683927",0.131422559710446,0.263023899534674,0.560995285859596
"FUNDC1",-0.5906039,0.004509994,"","363442",-0.111553479305469,0.335234132309051,0.62625757282875
"CUL3",0.36666733,0.004511394,"","301555",0.368845932588041,0.00438311971784914,0.0634397623467986
"ALKBH1",0.41555202,0.004555387,"Alkbh","362766",0.0592833747451231,0.661627217867701,0.846753036523585
"CEP85L",0.7712387,0.004556595,"","100365935",0.189352297773451,0.372311170811027,0.65849520428282
"THBS2",1.1592374,0.004579172,"TSP-2","292406",-0.0620795903186358,0.805195577150865,0.919004456696843
"CCDC71",-0.5524986,0.0045851,"","498678",-0.374336553136712,0.0636690734904374,0.281307040499518
