"GeneSymbol","log2FC_db_dw","pvalue","alias","Entrez","log2FC_hallock","pval_hallock","fdr_hallock"
"CBX8",-0.77355605,3.33e-06,"","303731",-0.0696234750957852,0.757759349024271,0.897548333490866
"AMOTL2",-0.72246194,3.36e-06,"Lccp","65157",-0.115939711671577,0.489483831086298,0.746271245984649
"MUSTN1",1.5033047,3.4e-06,"Mustang","290553",0.547412928050639,0.194069371502654,0.486997365726516
"SMR3B",1.9007351,3.43e-06,"Arp|P2-VA1|RATSMR1A|Smr","24867",NA,NA,NA
"PPP4R1",0.5003029,3.52e-06,"Pp4r1","140943",-0.0632129739500897,0.677797318858477,0.855006133947567
"WIPI2",0.59669757,3.53e-06,"","288498",0.0803108882598371,0.43635787353362,0.708294051106213
"CHRNA5",-1.0467976,3.57e-06,"","25102",-0.266284977489327,0.190961405904327,0.483221021765456
"SEMA4G",-0.8667875,3.59e-06,"","361764",-0.150123044464395,0.428002413810935,0.702308371403315
"ANKRD6",-0.76407593,3.61e-06,"","500430",-0.140741304217788,0.420489443047214,0.697169881751477
"STK40",0.6637745,3.61e-06,"Lyk4|RGD1307310","360230",1.31880969110231,5.00395661735042e-09,4.45178088279236e-06
"PSD2",-0.88123,3.78e-06,"","307500",0.0853699677308043,0.478919358287838,0.738370095636358
"PTK2",0.50821215,3.91e-06,"FAK|FRNK|p125FAK","25614",0.174209061433797,0.204393658637157,0.499081508715215
"ADAMTS1",1.6356838,3.93e-06,"","79252",1.88825508093932,7.28012780565972e-11,1.48965975159409e-07
"TMEM2",0.9436111,3.98e-06,"","309400",NA,NA,NA
"CAMK1G",0.65445167,4.01e-06,"","171358",0.282185350862339,0.0786893797098777,0.310958301974414
"DUSP23",-1.3225392,4.08e-06,"","360881",-0.258517039562911,0.373577337967005,0.659375441169745
"SLC6A15",-0.55569607,4.13e-06,"Ntt73","282712",0.17222824119029,0.276274442079999,0.573531239786096
"EVA1A",1.090327,4.15e-06,"Fam176a|RGD1559797|Tme","500221",-0.119096737243973,0.519042537544298,0.764758731831454
"FLOT2",-0.824491,4.2e-06,"","83764",0.0290949044809849,0.848103884522973,0.93800549574681
"UCK2",0.7105085,4.28e-06,"Umpk","304944",0.20094054761374,0.0966510654585652,0.344300795324278
"RCAN2",0.67361695,4.29e-06,"Dcip2|Dscr1l1|Zaki-4","140666",0.270737109609015,0.0131838322849569,0.122109407088754
"SLC17A5",-0.5625441,4.46e-06,"","363103",-0.316655368583191,0.0616971393648096,0.27717991279097
"GLRB",-0.499963,4.53e-06,"","25456",0.102545692870809,0.396490864138409,0.678230735830138
"POLG",1.0007834,4.56e-06,"","85472",0.0200622764573635,0.866670450720961,0.9466615471442
"KY",-1.4094783,4.59e-06,"","315962",-2.03828558144875,7.27009911682092e-09,5.82883223365355e-06
"LRRC28",-0.76801777,4.67e-06,"","361588",0.0355754738497426,0.770704274176395,0.902972212929537
"KLHL7",-0.6506814,4.74e-06,"","362303",0.295008357856021,0.0138773734063896,0.126147851906506
"SNAP47",-0.87896234,4.74e-06,"RGD735194|SNAP-47","303183",0.257318140637911,0.0115068502093886,0.113307588539225
"42984",-0.6011752,4.76e-06,"","691335",NA,NA,NA
"CHODL",-1.4929341,4.78e-06,"","288289",-0.121874642318335,0.753193350573814,0.894892715099372
"RGD1560108",-0.43833774,4.79e-06,"","499309",NA,NA,NA
"EDRF1",0.54816943,4.9e-06,"RGD1306820","309069",0.299866498217449,0.0562992262893375,0.26506181101576
"CNTFR",0.72213113,4.95e-06,"","313173",-0.0679897039677878,0.662532671236404,0.846820133602305
"LAMB3",1.7776339,5.01e-06,"","305078",-0.552420804059965,0.0492283814362673,0.249396172554816
"HS6ST1",0.5523936,5.03e-06,"","316325",0.0952816127721498,0.498312126835698,0.752256476799566
"PKD2",0.824576,5.14e-06,"RGD1559992|Trpp2","498328",-0.198258898018135,0.146735633453308,0.423305305473224
"CTBP2",0.5165653,5.2e-06,"","81717",-0.122426436971303,0.611552955522487,0.820321639311287
"POP1",0.5550531,5.2e-06,"","315045",0.200313279837893,0.32217195609462,0.614899356806555
"ARHGAP17",0.8164248,5.39e-06,"Rich1","63994",0.0553243115655619,0.790328583449534,0.911801052917476
"KLF2",1.3385966,5.52e-06,"Lklf","306330",-0.121724693382309,0.620378407540993,0.825295065562562
"SEMA4F",-0.8862101,5.93e-06,"","29745",-0.282085063467395,0.151476399760323,0.430444346542777
"CDT1",0.92074645,6.04e-06,"Ris2","292071",1.24214528728123,0.00478515419643631,0.0671922519141923
"CD200",-0.64339024,6.06e-06,"Cspmo2|MRCOX2|Mox2","24560",0.0954532718912912,0.539589959410986,0.778887279332289
"SIDT1",-0.6057637,6.46e-06,"","288109",0.138509427399071,0.410691110841127,0.689664465328776
"SIGMAR1",0.45852426,6.5e-06,"Oprs1","29336",0.498707761175144,0.0113624704803713,0.112513632446781
"GPR165",-1.2783878,6.53e-06,"RGD1564566","296866",0.120552969687695,0.444460946409293,0.714156261292899
"ADGRB3",-0.7330781,6.67e-06,"Bai3","301309",-0.113033471940747,0.27179339206644,0.568997238841344
"THAP3",-0.98641676,6.7e-06,"RGD1308109","362667",-0.86511192574278,0.00020278300548451,0.00992948065863018
"MBNL2",-0.6090734,7.04e-06,"","680445",0.482338162899927,0.00335997941833698,0.054869831490831
"SERPINE1",1.582575,7.13e-06,"PAI1A|Pai1|Pai1aa|Planh|RA","24617",2.46826735254701,0.00894424833475148,0.0979225304578303
"GBX1",1.7539651,7.19e-06,"","246149",NA,NA,NA
"ZFP746",0.50782764,7.19e-06,"RGD1306209|Znf746","312303",-0.22616809432764,0.0471362533941074,0.242886430861301
"GABRA1",-0.7911423,7.22e-06,"","29705",0.0454038807093781,0.76017414111841,0.898243421620676
"DIP2C",1.0089853,7.51e-06,"RGD1560155","307067",0.204721451991385,0.104375315373878,0.358938356443881
"PPP2R2B",-0.44699788,7.9e-06,"Pppr2b2","60660",0.207994545014129,0.0703255951310213,0.296091013903489
"ARHGAP20",-1.062759,7.97e-06,"RARhoGAP","367085",-0.140773510481319,0.337629856875708,0.628466472404324
"GPR6",-1.4827788,8.05e-06,"","83683",-1.06964013983511,0.131176342171929,0.400157195313069
"GMEB2",1.0013711,8.15e-06,"","83635",0.947557157321881,0.00208440401635889,0.0425235044693276
"PINX1",0.8684557,8.17e-06,"RGD1566025","305963",-0.188419661407917,0.333062825121363,0.624255777352918
"ROCK2",0.7401482,8.2e-06,"ROCK-II|ROK","25537",0.447617595639661,0.0106938994831267,0.108580992753281
"HMGA2",1.7194638,8.42e-06,"Hmgic","84017",NA,NA,NA
"DDX20",0.65328026,8.54e-06,"Dp103","84473",0.298252235394546,0.12665565120887,0.393565365988747
"LOC682102",-0.9888662,8.75e-06,"","682102",NA,NA,NA
"RND3",0.6508618,9.11e-06,"Arhe|RHOE","295588",1.30345600004118,5.63277094715949e-06,0.000800401105005399
"AIPL1",1.7215822,9.75e-06,"","59110",NA,NA,NA
"PRSS35",1.2670162,9.79e-06,"","315866",-0.0564730394725776,0.870711720034499,0.948291633774
"RXRB",-0.709745,1.02e-05,"RXR-beta","361801",-0.0778409355737412,0.481700816165829,0.740816392362661
"IFT88",-0.60537183,1.02e-05,"Ttc10","305918",-0.13342137505809,0.375110311840811,0.661005486235188
"TOR1B",0.5286337,1.02e-05,"","311854",0.188376719393363,0.170058394300221,0.455760951430401
"RNF39",0.929221,1.02e-05,"Hzfw1|Lirf","171387",1.44803606712254,0.000978291853395065,0.0266493951557653
"LRRC17",0.96172076,1.03e-05,"","502715",-0.96860473261893,0.201910394072,0.495997345043502
"TMEM143",-0.8737467,1.03e-05,"RGD1305013","308593",-0.259669909014659,0.0774803642865583,0.308872906328078
"SH3GL1",0.6641487,1.05e-05,"SH3P8","81922",0.253717528388034,0.0792780853765355,0.311899285324874
"GNAI1",0.4840802,1.07e-05,"BPGTPB","25686",0.342091054659651,0.0152468048334898,0.133495986522408
"AHI1",0.7709468,1.11e-05,"Ahi-1","308923",0.28552397549553,0.0880582297374482,0.329586152714041
"CRLF3",0.7767652,1.12e-05,"Cytor4","54395",-0.191165648874261,0.139881852960068,0.413539836418965
"REEP1",-0.51963574,1.12e-05,"RGD1305230","362384",0.298999003082783,0.0147129498232663,0.131059125882809
"LRRC56",-0.7891569,1.13e-05,"RGD1311654","365389",-0.412458765870256,0.112595841494056,0.372224753236406
"CALCOCO1",-0.6872678,1.13e-05,"","246047",-0.263539835715432,0.065303854384824,0.284914172371486
"ARHGEF9",0.41439357,1.13e-05,"","66013",0.0958421664543316,0.366773612581042,0.654476588892108
"GFOD1",1.3111984,1.13e-05,"","306842",0.557753161046603,0.0406908476292756,0.224849074855587
"DDIT3",1.1716156,1.13e-05,"CHOP|CHOP-10|Chop10|Gad","29467",0.455147055766122,0.0113521649342625,0.112513632446781
"AEN",0.58869857,1.14e-05,"Isg20l1|RGD1305051","361594",-0.0472969044955549,0.734931744157076,0.885953419874047
"SUOX",-0.5694383,1.15e-05,"","81805",0.0224451161137703,0.91768055489462,0.968365711631877
"ETF1",0.7109775,1.15e-05,"","307503",0.608787166013696,0.000192851178864266,0.009596965354181
"SLAIN2",0.45768374,1.17e-05,"RGD1311593","305310",-0.112910619246797,0.376088200464866,0.66161584829915
"GPC2",-0.5883749,1.19e-05,"","171517",-0.041102188153085,0.926274642273414,0.971911402242244
"MNT",-0.8582651,1.21e-05,"","287521",0.245852259311653,0.0937862818426931,0.340077068769305
"KLHL36",-0.8790037,1.22e-05,"","498957",-0.651832272165765,0.00097222190389679,0.0266493951557653
"GTPBP4",1.0413588,1.22e-05,"Crfg|RGD1563564","114300",0.558839472759738,0.00192020219083926,0.0400930379887275
"PLK3",0.5974189,1.25e-05,"Cnk|Fnk","58936",1.17537203272703,7.02344521430979e-13,2.87427471950414e-09
"ACSL3",0.60574263,1.27e-05,"Acs3|Facl3","114024",0.271628982956243,0.00545384447500871,0.0727961941602271
"CHST8",0.5964559,1.27e-05,"","308511",0.537801583201558,0.031121097290148,0.195217625000309
"DISC1",1.3237586,1.28e-05,"","307940",-0.48091524675005,0.0406600331139116,0.224800215503069
"FBN2",1.3433425,1.3e-05,"","689008",-0.662866001044976,0.0298077904562761,0.191055692096429
"SKP2",0.5353479,1.3e-05,"RGD1562456","294790",-0.214962844855058,0.248160936768346,0.546356720246788
"USP16",0.87004346,1.32e-05,"","288306",0.12962640779821,0.196578614916817,0.489656919962667
"FAM65B",0.9654181,1.32e-05,"Ab2-162|RGD1306939","306934",NA,NA,NA
"FZD1",-0.8275878,1.33e-05,"","58868",0.460343167412696,0.026215079877663,0.177914747746846
"UST",1.0437173,1.34e-05,"","361450",0.0258567297176203,0.896212820674765,0.959379180414858
"AGFG1",0.48620692,1.34e-05,"","363266",0.16094713985168,0.168536251754657,0.454235362222519
"ADRA1A",1.5817711,1.34e-05,"Adra1c","29412",0.0119424535618162,0.950294380948264,0.980922696978789
"APC2",-0.98123884,1.36e-05,"","299611",-0.209727220402401,0.197457134354674,0.490298984645977
"ZFP786",-0.7909573,1.41e-05,"","100158223",-0.0582113530141793,0.781615258998207,0.907376116510911
"RGS12",-0.6019134,1.41e-05,"","54292",0.134216241466616,0.564632911963457,0.794056264233419
"SRPK1",0.5421408,1.42e-05,"","361811",0.177918887227595,0.190011303451297,0.482352179102826
"PNOC",1.4730601,1.42e-05,"N23K|Npnc1","25516",0.659777813793639,0.00264859532675895,0.0482166882350014
"JADE3",1.0835265,1.43e-05,"RGD1563945","299305",0.214465695567016,0.212453318192708,0.506728033204241
"GPR85",-0.59075433,1.43e-05,"Srep2","64020",0.262604768622215,0.0681478814794982,0.291606992600791
"SCN3B",-0.73834014,1.48e-05,"Scnb3","245956",0.0713942380493024,0.699887234941341,0.867104177849947
"MYO9B",0.7637376,1.48e-05,"","25486",-0.142974051032192,0.329409343296469,0.621175373931651
"SMPD3",-0.6857319,1.49e-05,"cca1","94338",0.104546416159389,0.563434112376682,0.793538389130841
"GPR139",-1.578461,1.5e-05,"","293545",-0.471118635999152,0.494833592000795,0.749465948151019
"DOCK8",1.2737018,1.55e-05,"","499337",-0.42382853184002,0.0225367786822417,0.163411610700223
"KBTBD8",0.83205956,1.59e-05,"RGD1563166","500262",-0.152962897569327,0.468402192107884,0.730633149482507
"FAM98A",0.43262425,1.65e-05,"RGD1305486","313873",0.294271411267635,0.0507216944213511,0.25296796289966
"QPCT",-0.9462288,1.66e-05,"Qpctl1|RGD1562284","313837",0.0989502907611205,0.73325135765123,0.885022667389811
"RAP1B",0.7506237,1.66e-05,"","171337",0.522779830932727,0.0013807425116621,0.032449287831135
"RGD1359127",0.82780486,1.69e-05,"","299612",NA,NA,NA
"LOC314140",0.6524896,1.7e-05,"","314140",NA,NA,NA
"LGI1",-1.0688856,1.7e-05,"","252892",0.0912033226182127,0.475404148085886,0.735833561129607
"ADORA2A",-1.735874,1.75e-05,"A2ar|ADENO|Adora2l1","25369",-0.447681986904809,0.360541939892463,0.649248365227455
"DES",1.4596198,1.75e-05,"","64362",0.160648593997913,0.595290780697317,0.81119357171058
"FAM185A",0.63159645,1.78e-05,"RGD1562135","499979",-0.0135092050077675,0.912125504293468,0.966091002062889
"IQSEC3",0.91643864,1.78e-05,"sag","404781",-0.131256194803294,0.485001505617162,0.742933134296928
"GRPEL2",0.7165067,1.81e-05,"Afap1l1","688777",0.0366833270165988,0.825354521823933,0.927478773125946
"CDR2",0.5496149,1.81e-05,"RGD1310578","308958",0.379994092813301,0.0364263598098513,0.211201114172642
"TDRD7",0.48013663,1.84e-05,"Pctaire2bp","85425",0.0403842235134149,0.814243345136831,0.923523051893594
"QTRT2",0.6236451,1.88e-05,"Qtrtd1","288364",-0.354067291054866,0.0210590204862354,0.157842372596831
"SPTSSB",-1.2580304,1.89e-05,"","100362555",-0.435017868215032,0.384082602704076,0.667099415714353
"WBSCR22",0.64965624,1.89e-05,"","368084",NA,NA,NA
"STRADB",-0.4698745,1.9e-05,"Als2cr2|RGD1559449","501146",-0.083132659738093,0.555490019519828,0.788092011999745
"TAF1C",0.68430364,1.9e-05,"","361420",-0.387761085693644,0.0271204361784886,0.180492645328899
"FAM110D",-1.0217975,1.93e-05,"Grrp1|RGD1564994","500563",NA,NA,NA
"CEP70",-0.81666386,1.93e-05,"","367153",-0.444098173879463,0.00306222402100791,0.0522160232648866
"ARHGEF28",-0.7162797,1.96e-05,"Rgnef","361882",0.353457174179669,0.0884084615802351,0.330353166701017
"CLN8",-0.578793,1.97e-05,"","306619",0.34534181563647,0.0162400311430676,0.137656800848985
"CDC14A",1.0829693,1.97e-05,"","310806",-0.468084246820577,0.0918610856017807,0.336134036763883
"TOX3",-0.69983387,2.04e-05,"Tnrc9","291908",-0.370611025855429,0.170782837639271,0.456770039433418
"UTP20",0.86299187,2.14e-05,"RGD1560606","314713",-0.0777083891154347,0.498158955632974,0.752256476799566
"BTBD10",0.4444746,2.15e-05,"RGD1306301","308890",0.577830618076947,0.000194972979715651,0.00965989615240111
"MB21D2",-0.5345009,2.21e-05,"RGD1559643","498100",-0.0580634590760531,0.643907815398282,0.837376583411292
"RGD1306227",-0.7342393,2.21e-05,"","310377",NA,NA,NA
"FYN",0.42917925,2.24e-05,"","25150",0.0367585189954793,0.782933428582693,0.907796723627314
"SPIRE2",-0.7114268,2.24e-05,"","307925",0.15824286619428,0.410797336792341,0.689779584837961
"USP7",0.71191597,2.34e-05,"Hausp","360471",0.233200795211442,0.0678231420765409,0.290744206650427
"TRIQK",-0.8763315,2.35e-05,"","500413",0.0961598250637833,0.588866773895275,0.807924897911031
"GPR52",-1.0711756,2.39e-05,"","684623",NA,NA,NA
"POLL",-0.72658974,2.41e-05,"","361767",-0.378198251397637,0.0521666591580911,0.256533088126138
"EAF1",0.6044422,2.41e-05,"","306261",0.214306787647746,0.158516886575301,0.439746818479367
"MAT2B",-0.71800137,2.59e-05,"","683630",-0.0249890713607675,0.827798655093255,0.928590322927372
"APLP2",0.4543415,2.6e-05,"APLP-2|Apph|WALPLP2","64312",0.189143396469715,0.0549246834615771,0.262096285678823
"HOMER2",0.74575526,2.72e-05,"Vesl-2","29547",-0.0734271569177044,0.569019383487714,0.796230228060288
"CCNF",0.7937148,2.72e-05,"","117524",1.42701071047734,0.000486093634429782,0.0175551853057864
"CCDC28A",-1.1651317,2.75e-05,"RGD1310326","361454",-0.335540327334453,0.0766091569665607,0.30749095677785
"CARF",-0.8988426,2.77e-05,"Als2cr8","301446",-0.502043709424631,0.00893710969208581,0.0978967550960706
"CSNK2A2",0.50321984,2.78e-05,"","307641",0.0128420032954895,0.917888072515967,0.968484800692091
"ING4",-0.56335753,2.79e-05,"","297597",-0.657756100026392,0.00722084064981361,0.0862674580812274
"RAB20",1.3043,2.8e-05,"","689377",0.161040216459951,0.692330678635524,0.863393823577218
"CD63",0.48863277,2.87e-05,"","29186",-0.0896065829646501,0.570589063456966,0.797281713770584
"ZFP90",-0.8119344,2.88e-05,"","498945",-0.382871008489152,0.0404479325562318,0.224437035436938
"KL",1.7558788,2.9e-05,"","83504",-0.081263924641581,0.815635899051727,0.923809463433878
"NOC3L",0.7142255,2.9e-05,"RGD1560656","361753",0.100447538769897,0.476016408233403,0.736230647240106
"SYTL5",1.532306,2.9e-05,"","302538",-0.0235588616967172,0.906487655386019,0.964362608116289
"USP36",0.6773198,2.91e-05,"","303700",0.319827834564364,0.0889453960573377,0.331448480710692
"EPHA3",-1.1606913,2.95e-05,"","29210",-0.434810015364101,0.0770233926921495,0.308274818747642
"LRFN5",-0.6818887,2.95e-05,"","314164",-0.0194668145810321,0.916908468224466,0.968050207770962
"TMEM25",-0.8241418,2.97e-05,"","689172",-0.0820607173123071,0.689442638313958,0.86204554018822
"ZFYVE9",0.61857194,2.99e-05,"","313477",0.158793127745432,0.190681091653442,0.483053275570027
"GCLC",0.66398966,3.03e-05,"Glclc","25283",0.316990744094867,0.0585591557411988,0.270602343894725
"PAK7",-0.50225145,3.05e-05,"PAK-5|PAK-7","311450",-0.0593916056382656,0.74135962433812,0.889040651304378
"AKIRIN1",0.4189056,3.07e-05,"","595134",0.479512620505909,0.00125060697629492,0.0304279666455966
"DGKA",0.7506357,3.07e-05,"Dagk1","140866",-0.245722084405313,0.174639464372877,0.4622707874435
"ST3GAL3",-0.68850714,3.15e-05,"Siat6","64445",-0.0687315622797307,0.56429741166028,0.793693541201035
"IGSF8",-0.7526169,3.16e-05,"","304979",0.176086845731928,0.074821120119567,0.304268113834542
"NR4A1",0.8427543,3.23e-05,"HMR|Ngfi-b|Nur77","79240",2.70201436209963,2.10893778074456e-17,1.43843616231984e-13
"PDE8A",1.5737009,3.23e-05,"RNPDE8A","308776",0.11182194309798,0.456149748298492,0.721963354825908
"PLAA",0.5160917,3.25e-05,"PLA2P|Plap","116645",0.211278418409976,0.0835639716885949,0.320809601223272
"GOLGB1",-0.776303,3.28e-05,"","192243",-0.0390502914384011,0.742371571934657,0.889576429194597
"FNDC3B",1.1798513,3.28e-05,"RGD1311673","294925",0.0828728407322122,0.538493928719092,0.778492702153135
"TRMT10C",0.54266685,3.33e-05,"Rg9mtd1","304012",0.196550726839776,0.203611536344857,0.498003736156882
"LMO7",-0.53625363,3.35e-05,"","361084",0.669514070629753,0.000579052907825085,0.0196820275746128
"ZFP180",0.539561,3.35e-05,"rKr1","246279",0.229057464440359,0.16768858696535,0.453092247397444
"NSUN2",0.41097412,3.38e-05,"RGD1311954","361191",0.210293820595196,0.0690606628083905,0.293421777903922
"CPNE4",-0.5717217,3.45e-05,"","367160",0.0536709634694733,0.814785299562231,0.92356175491039
"PLEKHA3",0.5255029,3.53e-05,"","295674",0.0449349393681074,0.694542431660239,0.864723287899715
"SNTG2",-1.1350543,3.58e-05,"","298936",-0.446646565649776,0.0579623448420987,0.269428782407775
"PLPP6",-0.62889516,3.58e-05,"Ppapdc2","619549",0.468262741232878,0.00307454545604094,0.0523368224743694
"SLC30A4",0.54896474,3.58e-05,"","64469",0.185456807462918,0.210398094054387,0.50464256232493
"PUS3",0.74455327,3.64e-05,"RGD1310757","315554",-0.136398685023738,0.43901992942889,0.710821001817102
"LOC100125362",0.5085785,3.65e-05,"","100125362",NA,NA,NA
"AUH",-0.6037643,3.67e-05,"","361215",0.198334798431112,0.090909700656315,0.334997321005935
"DIO3",1.3018848,3.67e-05,"5DIII|DIOIII","29475",-0.694456736571126,0.163315544435795,0.44616324035317
"LPL",-0.6849811,3.69e-05,"","24539",-0.144317238275642,0.509760814159342,0.76015197386282
"ABI1",0.47359344,3.74e-05,"E3b1","79249",0.195503957497817,0.0632928861278678,0.28045507466697
"LRRC20",-0.63568723,3.79e-05,"RGD1566140","499430",-0.191864308746803,0.142915241579135,0.418021723595787
"ZFP217",1.2785103,3.79e-05,"Znf217","311764",0.00301403815793546,0.986478739203251,0.994827348958608
"SPTBN4",0.690293,3.86e-05,"Spnb4","308458",-0.0398238731466717,0.827335596516505,0.92827444074797
"PXDC1",0.7435586,3.88e-05,"RGD1311307","361238",0.98319683390909,0.000238178804847155,0.010927387230454
"ZBTB2",0.50025356,3.9e-05,"","308126",0.375522361376372,0.0255798829871496,0.175348598218779
"LZIC",-0.4655248,3.93e-05,"","366507",-0.138106242203907,0.333191836619855,0.624280868136203
"ARRDC4",-1.01276,3.93e-05,"Ab1-209|LRRG00117","293019",-0.223783566308442,0.270173037892667,0.567519423351766
"FHDC1",0.9313067,3.99e-05,"RGD1311955","295161",0.0486199410473865,0.89766263452223,0.959965131576976
"MFAP3L",1.1268398,4.04e-05,"","306424",0.0648796741446147,0.631920304338605,0.830704550088545
"DLG1",0.9289756,4.09e-05,"Dlgh1|SAP97","25252",0.365242736947041,0.0123202262395742,0.118042402992774
"GPRC5C",-1.4309026,4.09e-05,"","287805",1.49622784038184,0.120184213125606,0.38278077137927
"STOML1",-0.912747,4.12e-05,"RGD1559463","300748",-0.0973570001481216,0.435719630338258,0.707925157105893
"CDC6",0.76084006,4.13e-05,"","360621",0.434135407961647,0.270627066343168,0.567781301293336
"MAML3",1.4926767,4.14e-05,"Glrp1","310405",0.0479713030929552,0.844583396261142,0.936502083978569
"MICU3",0.52570915,4.16e-05,"Efha2","364601",-0.0830842638135574,0.513224144284969,0.761745416721199
"CSNK1A1",0.44439343,4.18e-05,"","113927",0.648808478123925,0.000215206748434539,0.0103127880245141
"PIANP",-0.7880445,4.18e-05,"PANP|RGD1304952|leda-1","312711",0.146984100731457,0.391340286581207,0.673473922962545
"TARS",0.61816424,4.22e-05,"","294810",0.012102961965673,0.933042131531729,0.97507839613093
"PAPPA",1.6625159,4.26e-05,"","313262",0.668058341173816,0.482440867185219,0.74134162093301
"SNX9",0.6418308,4.33e-05,"","683687",-0.134528899389597,0.325228248756692,0.618133050906504
"GMPS",0.5733719,4.34e-05,"","295088",0.0397308191583163,0.765232693760435,0.900724308543835
"HSPA1B",1.301831,4.35e-05,"HSP70.2|Hsp70-1|Hsp70-2|H","294254",1.45970298976789,0.0132343313263657,0.122202566606541
"FFAR4",1.700831,4.36e-05,"Gpr120|O3far1","294075",NA,NA,NA
"PDE4C",1.7066025,4.45e-05,"Dpde1","290646",-0.358851603531967,0.132837402759648,0.402445800306178
"RYBP",0.52183354,4.59e-05,"","312603",0.0161225073316824,0.921492383366372,0.97040579378601
"GPR63",1.2530905,4.71e-05,"","297952",0.303012214382428,0.0947231122251497,0.341077228602414
"GSPT1",0.6912279,4.78e-05,"","24420",0.17369865817695,0.176418307694232,0.465135509793463
"MAPK15",-1.170575,4.78e-05,"Erk7","286997",1.12059264957846,0.17196848546403,0.458418336316439
"CNTN2",-1.07381,4.82e-05,"TAG-1|TAG-564|TAG1|Tax","25356",-0.123539642694948,0.516632931489186,0.763215560104225
"NFX1",0.3948233,4.82e-05,"","313166",0.066421903147536,0.50408704230669,0.755705843628068
"KCNJ12",0.87608784,4.89e-05,"IRK2|Kir2.1|Kir2.2","117052",-0.128255805087378,0.41464547695336,0.692630971040833
"NOLC1",0.45543104,4.9e-05,"Nopp140","64896",0.468205151272538,0.00466066924527801,0.0659064368326735
"AFTPH",0.57212704,4.9e-05,"RGD1311920","305544",0.129676904840122,0.197086321244201,0.489890707640774
"CUX2",-0.9501184,4.99e-05,"Cutl2","288665",-0.139377758257905,0.546705219930811,0.78244961951628
"CHST7",0.7684695,5.02e-05,"Gn6st-4","302302",0.270137687982367,0.446563906454337,0.715551343294333
"CDH17",1.6838155,5.18e-05,"","117048",NA,NA,NA
"TBC1D17",-0.6419177,5.2e-05,"","292886",-0.227185705236509,0.100220238322141,0.351118744448061
"ITM2C",-0.7251217,5.24e-05,"","301575",0.266757126960587,0.0112982408610102,0.112268048620539
"GSPT2",0.48441496,5.29e-05,"RGD1563213","501582",0.0399024400735521,0.748030340174101,0.892437573356799
"CDK13",0.6838744,5.43e-05,"Cdc2l5","306998",0.403712769395611,0.00846240325020916,0.0946216914239234
"SRD5A1",-0.5419333,5.63e-05,"S5AR","24950",0.362642530115862,0.113916912013891,0.374195418630649
"LOC688459",1.670172,5.78e-05,"","688459",NA,NA,NA
"KPNA4",0.6832937,5.95e-05,"importin","361959",0.0531813741449143,0.606040118670774,0.816641924705337
"SLC35E3",0.3921884,5.99e-05,"RGD1564876","362883",-0.154488870151297,0.220483713919679,0.515309851995941
"RABGEF1",0.44292256,6.03e-05,"","360797",0.496864550439553,0.00297982707162116,0.0515411847333154
"TTC8",-0.66576236,6.14e-05,"","299246",-0.342045458369439,0.0326788995851399,0.200442339122042
"PGAM1",0.51403296,6.19e-05,"PGAM-B|Pgmut","24642",0.398098975544092,8.07803506215919e-05,0.00532721329218187
"LPCAT2",0.8675699,6.19e-05,"LPCAT-2|RGD1563994","100359680",-0.255920672799934,0.252400609672589,0.550834180366949
"LSS",0.47092003,6.24e-05,"","81681",0.20425341278096,0.0615147060804917,0.276943160222149
"DNAJC12",-0.8063608,6.25e-05,"Jdp1","619393",0.142172483311588,0.454586205226093,0.721009451308915
"MIOS",0.52154845,6.26e-05,"RGD1308432","362324",-0.170967827487084,0.128955279478343,0.39727234698673
"NUTM1",1.1681896,6.33e-05,"Nut|RGD1564529","366153",NA,NA,NA
"VWC2L",-1.4620417,6.33e-05,"RGD1565501","501160",0.17039067964965,0.364261474353579,0.652500944429917
"ADAMTS5",1.2069982,6.36e-05,"","304135",-0.782449077682784,0.0800937275957271,0.31324118005806
"ZBTB5",-0.68663055,6.41e-05,"","298084",-0.351012010753995,0.0561007554909965,0.26443717125961
"COBL",-0.50902236,6.44e-05,"","305497",-0.0431674328902203,0.8662828314119,0.946397173120069
"EPHB6",-0.86060816,6.53e-05,"","312275",0.21795487369681,0.230757935786625,0.526417430584951
"MFSD9",-0.6942437,6.59e-05,"RGD1562212","316356",-0.660939293392093,0.00671587244206666,0.0830985780030832
"TTC9",0.6224589,6.69e-05,"RGD1565985","500689",0.194519474029655,0.0865419708460882,0.326310809755035
"IL17RA",0.61163193,6.82e-05,"Il17r","312679",0.0450086432529223,0.729593681779606,0.883163850501688
"MAFK",-0.61563605,7.17e-05,"","246760",1.26884058274958,9.41079395769114e-08,3.63327671626936e-05
"RNF150",0.78642243,7.18e-05,"RGD1304572","364983",0.0764885283350956,0.539736779215092,0.778904998681093
"ZFAND5",0.5366909,7.23e-05,"Zfp216","293960",0.484949032231394,0.000320709367278917,0.0136148445503345
"PDIK1L",-0.41942006,7.28e-05,"RGD1307476|Stk35l2","313609",-0.0853329132796893,0.598288196225684,0.812996968134479
"HAS1",1.446656,7.31e-05,"","282821",0.431525834163405,0.41175491473953,0.690317825923823
"FAM118A",-0.7019109,7.37e-05,"RGD1560783","300120",0.211499356017689,0.203757172492051,0.498066646940139
"CX3CL1",0.60973,7.42e-05,"Cx3c|Scyd1","89808",0.388558806863947,0.036654879678296,0.211894787926357
